symbol,name,exchange,is_etf,test_issue,yf_symbol,status
SITM,SiTime Corporation - Common Stock,NASDAQ,N,N,SITM,Active
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,N,N,SJ,Active
SJM,The J.M. Smucker Company Common Stock,NYSE,N,N,SJM,Active
SJT,San Juan Basin Royalty Trust Common Stock,NYSE,N,N,SJT,Active
SKE,Skeena Resources Limited Common Shares,NYSE,N,N,SKE,Active
SKIL,Skillsoft Corp. Class A Common Stock,NYSE,N,N,SKIL,Active
SKIN,SkinHealth Systems Inc. - Class A Common Stock,NASDAQ,N,N,SKIN,Active
SKK,SKK Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,SKK,Active
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,N,N,SKM,Active
SKT,Tanger Inc. Common Stock,NYSE,N,N,SKT,Active
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,N,N,SKWD,Active
SKY,"Champion Homes, Inc. Common Stock",NYSE,N,N,SKY,Active
SKYA,"SkyAI, Inc. - Common Stock",NASDAQ,N,N,SKYA,Active
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,N,N,SKYE,Active
SKYH,Sky Harbour Group Corporation Class A Common Stock,NYSE,N,N,SKYH,Active
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ,N,N,SKYQ,Active
SKYT,"SkyWater Technology, Inc. - Common Stock",NASDAQ,N,N,SKYT,Active
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ,N,N,SKYW,Active
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ,N,N,SKYX,Active
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,N,N,SLAB,Active
SLB,SLB Limited Common Shares,NYSE,N,N,SLB,Active
SLBT,SL Science Holding Limited - Ordinary Shares,NASDAQ,N,N,SLBT,Active
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ,N,N,SLDB,Active
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,N,N,SLDE,Active
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ,N,N,SLDP,Active
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ,N,N,SLE,Active
SLF,Sun Life Financial Inc. Common Stock,NYSE,N,N,SLF,Active
SLG,SL Green Realty Corp Common Stock,NYSE,N,N,SLG,Active
SLGB,Smart Logistics Global Limited - Class A Ordinary Shares,NASDAQ,N,N,SLGB,Active
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,SLGL,Active
SLGN,Silgan Holdings Inc. Common Stock,NYSE,N,N,SLGN,Active
SLI,Standard Lithium Ltd. Common Shares,NYSE American,N,N,SLI,Active
SLM,SLM Corporation - Common Stock,NASDAQ,N,N,SLM,Active
SLMT,Brera Holdings PLC - Class B Ordinary Shares,NASDAQ,N,N,SLMT,Active
SLN,Silence Therapeutics Plc - American Depository Share,NASDAQ,N,N,SLN,Active
SLND,"Southland Holdings, Inc. Common Stock",NYSE American,N,N,SLND,Active
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,N,N,SLNG,Active
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ,N,N,SLNH,Active
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ,N,N,SLP,Active
SLQT,"SelectQuote, Inc. Common Stock",NYSE,N,N,SLQT,Active
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,N,N,SLS,Active
SLSN,"Solesence, Inc. - Common stock",NASDAQ,N,N,SLSN,Active
SLSR,Solaris Resources Inc. Common Shares,NYSE American,N,N,SLSR,Active
SLVM,Sylvamo Corporation Common Stock,NYSE,N,N,SLVM,Active
SLXN,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,N,N,SLXN,Active
SM,SM Energy Company Common Stock,NYSE,N,N,SM,Active
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",NYSE,N,N,SMA,Active
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,N,N,SMBC,Active
SMBK,"SmartFinancial, Inc. Common Stock",NYSE,N,N,SMBK,Active
SMC,Summit Midstream Corporation Common Stock,NYSE,N,N,SMC,Active
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ,N,N,SMCI,Active
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE,N,N,SMG,Active
SMHI,SEACOR Marine Holdings Inc. Common Stock ,NYSE,N,N,SMHI,Active
SMID,Smith-Midland Corporation - Common Stock,NASDAQ,N,N,SMID,Active
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,NYSE American,N,N,SMJF,Active
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ,N,N,SMMT,Active
SMP,"Standard Motor Products, Inc. Common Stock",NYSE,N,N,SMP,Active
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,N,N,SMPL,Active
SMR,NuScale Power Corporation Class A Common Stock,NYSE,N,N,SMR,Active
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE,N,N,SMRT,Active
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ,N,N,SMSI,Active
SMTC,Semtech Corporation - Common Stock,NASDAQ,N,N,SMTC,Active
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ,N,N,SMTI,Active
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ,N,N,SMTK,Active
SMWB,Similarweb Ltd. Ordinary Shares,NYSE,N,N,SMWB,Active
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,NASDAQ,N,N,SMX,Active
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ,N,N,SMXT,Active
SN,"SharkNinja, Inc. Ordinary Shares",NYSE,N,N,SN,Active
SNA,Snap-On Incorporated Common Stock,NYSE,N,N,SNA,Active
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ,N,N,SNAL,Active
SNAP,Snap Inc. Class A Common Stock,NYSE,N,N,SNAP,Active
SND,"Smart Sand, Inc. - Common Stock",NASDAQ,N,N,SND,Active
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE,N,N,SNDA,Active
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,N,N,SNDK,Active
SNDL,SNDL Inc. - Common Shares,NASDAQ,N,N,SNDL,Active
SNDR,"Schneider National, Inc. Common Stock",NYSE,N,N,SNDR,Active
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SNDX,Active
SNES,"SenesTech, Inc. - Common Stock",NASDAQ,N,N,SNES,Active
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,N,N,SNEX,Active
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ,N,N,SNFCA,Active
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ,N,N,SNGX,Active
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,N,N,SNN,Active
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SNOA,Active
SNOW,Snowflake Inc. Common Stock,NYSE,N,N,SNOW,Active
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ,N,N,SNPS,Active
SNT,Senstar Technologies Corporation - Common Shares,NASDAQ,N,N,SNT,Active
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ,N,N,SNTG,Active
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",NASDAQ,N,N,SNTI,Active
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,N,N,SNWV,Active
SNX,TD SYNNEX Corporation Common Stock,NYSE,N,N,SNX,Active
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ,N,N,SNYR,Active
SO,Southern Company (The) Common Stock,NYSE,N,N,SO,Active
SOAR,"Volato Group, Inc. Class A Common Stock",NYSE American,N,N,SOAR,Active
SOBO,South Bow Corporation Common Shares,NYSE,N,N,SOBO,Active
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ,N,N,SOBR,Active
SOC,Sable Offshore Corp. Common Stock,NYSE,N,N,SOC,Active
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,NASDAQ,N,N,SOCA,Active
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,N,N,SOFI,Active
SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ,N,N,SOLS,Active
SOLV,Solventum Corporation Common Stock,NYSE,N,N,SOLV,Active
SON,Sonoco Products Company Common Stock,NYSE,N,N,SON,Active
SONM,"DNA X, Inc. - Common Stock",NASDAQ,N,N,SONM,Active
SONO,"Sonos, Inc. - Common Stock",NASDAQ,N,N,SONO,Active
SOPH,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ,N,N,SOPH,Active
SOR,"Source Capital, Inc. Cmn Shs of BI",NYSE,N,N,SOR,Active
SORA,AsiaStrategy - Ordinary Shares,NASDAQ,N,N,SORA,Active
SORN,Soren Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,SORN,Active
SOS,SOS Limited Class A Ordinary Shares,NYSE,N,N,SOS,Active
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ,N,N,SOTK,Active
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,NYSE,N,N,SOUL,Active
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,N,N,SOUN,Active
SOWG,Sow Good Inc. - Common Stock,NASDAQ,N,N,SOWG,Active
SPAI,Safe Pro Group Inc. - Common Stock,NASDAQ,N,N,SPAI,Active
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE,N,N,SPB,Active
SPCB,"SuperCom, Ltd. - Ordinary Shares",NASDAQ,N,N,SPCB,Active
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE,N,N,SPCE,Active
SPCX,Space Exploration Technologies Corp. - Class A Common Stock,NASDAQ,N,N,SPCX,Active
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,NASDAQ,N,N,SPEG,Active
SPFI,"South Plains Financial, Inc. - Common Stock",NASDAQ,N,N,SPFI,Active
SPG,"Simon Property Group, Inc. Common Stock",NYSE,N,N,SPG,Active
SPGI,S&P Global Inc. Common Stock,NYSE,N,N,SPGI,Active
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE,N,N,SPH,Active
SPHL,Springview Holdings Ltd - Ordinary shares,NASDAQ,N,N,SPHL,Active
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE,N,N,SPHR,Active
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE,N,N,SPIR,Active
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,NASDAQ,N,N,SPKL,Active
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",NYSE,N,N,SPMC,Active
SPNT,SiriusPoint Ltd. Common Shares,NYSE,N,N,SPNT,Active
SPOK,"Spok Holdings, Inc. - Common Stock",NASDAQ,N,N,SPOK,Active
SPOT,Spotify Technology S.A. Ordinary Shares,NYSE,N,N,SPOT,Active
SPPL,SIMPPLE LTD. - Ordinary Shares,NASDAQ,N,N,SPPL,Active
SPRB,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,N,N,SPRB,Active
SPRC,SciSparc Ltd. - Ordinary Shares,NASDAQ,N,N,SPRC,Active
SPRO,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SPRO,Active
SPRU,Spruce Power Holding Corporation Class A Common Stock,NYSE,N,N,SPRU,Active
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SPRY,Active
SPSC,"SPS Commerce, Inc. - Common Stock",NASDAQ,N,N,SPSC,Active
SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ,N,N,SPT,Active
SPTX,"Seaport Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SPTX,Active
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ,N,N,SPWH,Active
SPWR,SunPower Inc. - Common Stock,NASDAQ,N,N,SPWR,Active
SPXC,"SPX Technologies, Inc. Common Stock",NYSE,N,N,SPXC,Active
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ,N,N,SQFT,Active
SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",NASDAQ,N,N,SQFTW,Active
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE,N,N,SQM,Active
SR,Spire Inc. Common Stock,NYSE,N,N,SR,Active
SRAD,Sportradar Group AG - Class A Ordinary Shares,NASDAQ,N,N,SRAD,Active
SRBK,"SR Bancorp, Inc. - Common stock",NASDAQ,N,N,SRBK,Active
SRCE,1st Source Corporation - Common Stock,NASDAQ,N,N,SRCE,Active
SRE,DBA Sempra Common Stock,NYSE,N,N,SRE,Active
SRFM,Surf Air Mobility Inc. Common Stock,NYSE,N,N,SRFM,Active
SRG,Seritage Growth Properties Class A Common Stock,NYSE,N,N,SRG,Active
SRI,"Stoneridge, Inc. Common Stock",NYSE,N,N,SRI,Active
SRL,Scully Royalty Ltd.,NYSE,N,N,SRL,Active
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SRPT,Active
SRRK,Scholar Rock Holding Corporation - Common Stock,NASDAQ,N,N,SRRK,Active
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",NASDAQ,N,N,SRTA,Active
SRTS,"Sensus Healthcare, Inc. - Common Stock",NASDAQ,N,N,SRTS,Active
SRXH,SRX Global Inc. Common Stock,NYSE American,N,N,SRXH,Active
SRZN,"Surrozen, Inc. - Common Stock",NASDAQ,N,N,SRZN,Active
SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,SSAC,Active
SSB,SouthState Bank Corporation Common Stock,NYSE,N,N,SSB,Active
SSBI,Summit State Bank - Common Stock,NASDAQ,N,N,SSBI,Active
SSD,"Simpson Manufacturing Company, Inc. Common Stock",NYSE,N,N,SSD,Active
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,NASDAQ,N,N,SSEA,Active
SSII,SS Innovations International Inc. - Common Stock,NASDAQ,N,N,SSII,Active
SSM,Sono Group N.V. - Ordinary Shares,NASDAQ,N,N,SSM,Active
SSMR,Sunshine Silver Mining & Refining Company Common Stock,NYSE,N,N,SSMR,Active
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,N,N,SSNC,Active
SSP,E.W. Scripps Company (The) - Class A Common Stock,NASDAQ,N,N,SSP,Active
SSRM,SSR Mining Inc. - Common Stock,NASDAQ,N,N,SSRM,Active
SST,"System1, Inc. Class A Common Stock",NYSE,N,N,SST,Active
SSTI,"SoundThinking, Inc. - Common Stock",NASDAQ,N,N,SSTI,Active
SSTK,"Shutterstock, Inc. Common Stock",NYSE,N,N,SSTK,Active
SSYS,"Stratasys, Ltd. - Common Stock",NASDAQ,N,N,SSYS,Active
ST,Sensata Technologies Holding plc Ordinary Shares,NYSE,N,N,ST,Active
STAA,STAAR Surgical Company - Common Stock,NASDAQ,N,N,STAA,Active
STAG,"Stag Industrial, Inc. Common Stock",NYSE,N,N,STAG,Active
STAK,STAK Inc. - Class A Ordinary Shares,NASDAQ,N,N,STAK,Active
STBA,"S&T Bancorp, Inc. - Common Stock",NASDAQ,N,N,STBA,Active
STC,Stewart Information Services Corporation Common Stock,NYSE,N,N,STC,Active
STDN,"Standard Nuclear, Inc. Class A Common Stock",NYSE,N,N,STDN,Active
STE,STERIS plc (Ireland) Ordinary Shares,NYSE,N,N,STE,Active
STEM,"Stem, Inc. Class A Common Stock",NYSE,N,N,STEM,Active
STEP,StepStone Group Inc. - Class A Common Stock,NASDAQ,N,N,STEP,Active
STEX,Streamex Corp. - Common Stock,NASDAQ,N,N,STEX,Active
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,STFS,Active
STGW,Stagwell Inc. - Class A Common Stock,NASDAQ,N,N,STGW,Active
STI,"Solidion Technology, Inc. - Common Stock",NASDAQ,N,N,STI,Active
STIM,"Neuronetics, Inc. - Common Stock",NASDAQ,N,N,STIM,Active
STKE,Sol Strategies Inc. - Common Shares,NASDAQ,N,N,STKE,Active
STKS,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ,N,N,STKS,Active
STLA,Stellantis N.V. Common Shares,NYSE,N,N,STLA,Active
STLD,"Steel Dynamics, Inc. - Common Stock",NASDAQ,N,N,STLD,Active
STM,STMicroelectronics N.V. Common Stock,NYSE,N,N,STM,Active
STN,Stantec Inc Common Stock,NYSE,N,N,STN,Active
STNE,StoneCo Ltd. - Class A Common Share,NASDAQ,N,N,STNE,Active
STNG,Scorpio Tankers Inc. Common Shares,NYSE,N,N,STNG,Active
STOK,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,N,N,STOK,Active
STRA,"Strategic Education, Inc. - Common Stock",NASDAQ,N,N,STRA,Active
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,N,N,STRL,Active
STRO,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,N,N,STRO,Active
STRR,"Star Equity Holdings, Inc. - Common Stock",NASDAQ,N,N,STRR,Active
STRS,Stratus Properties Inc. - Common Stock,NASDAQ,N,N,STRS,Active
STRT,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ,N,N,STRT,Active
STRW,"Strawberry Fields REIT, Inc. Common Stock",NYSE American,N,N,STRW,Active
STRZ,Starz Entertainment Corp. - Common Shares,NASDAQ,N,N,STRZ,Active
STT,State Street Corporation Common Stock,NYSE,N,N,STT,Active
STTK,"Shattuck Labs, Inc. - Common Stock",NASDAQ,N,N,STTK,Active
STUB,"StubHub Holdings, Inc. Class A Common Stock",NYSE,N,N,STUB,Active
STVN,Stevanato Group S.p.A. Ordinary Shares,NYSE,N,N,STVN,Active
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",NYSE,N,N,STWD,Active
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ,N,N,STX,Active
STXS,"Stereotaxis, Inc. Common Stock",NYSE American,N,N,STXS,Active
STZ,"Constellation Brands, Inc. Common Stock",NYSE,N,N,STZ,Active
SU,Suncor Energy  Inc. Common Stock,NYSE,N,N,SU,Active
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,SUGP,Active
SUI,"Sun Communities, Inc. Common Stock",NYSE,N,N,SUI,Active
SUIG,Sui Group Holdings Limited - Common Stock,NASDAQ,N,N,SUIG,Active
SUJA,"Suja Life, Inc. - Class A Common Stock",NASDAQ,N,N,SUJA,Active
SUMA,SUMA Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,N,SUMA,Active
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE,N,N,SUNB,Active
SUNE,"SUNation Energy, Inc. - Common Stock",NASDAQ,N,N,SUNE,Active
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ,N,N,SUNS,Active
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SUPN,Active
SUPX,SuperX AI Technology Limited - Ordinary Shares,NASDAQ,N,N,SUPX,Active
SURG,"SurgePays, Inc. - Common Stock",NASDAQ,N,N,SURG,Active
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ,N,N,SVA,Active
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,SVAQ,Active
SVAQW,Silicon Valley Acquisition Corp. - Warrants,NASDAQ,N,N,SVAQW,Active
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAQ,N,N,SVCC,Active
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAQ,N,N,SVCO,Active
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ,N,N,SVIV,Active
SVIVW,Spring Valley Acquisition Corp. IV - Warrants,NASDAQ,N,N,SVIVW,Active
SVM,Silvercorp Metals Inc. Common Shares,NYSE American,N,N,SVM,Active
SVRA,"Savara, Inc. - Common Stock",NASDAQ,N,N,SVRA,Active
SVRN,OceanPal Inc. - Common Stock,NASDAQ,N,N,SVRN,Active
SVV,"Savers Value Village, Inc. Common Stock",NYSE,N,N,SVV,Active
SW,Smurfit WestRock plc Ordinary Shares,NYSE,N,N,SW,Active
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ,N,N,SWAG,Active
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,N,N,SWBI,Active
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ,N,N,SWIM,Active
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE,N,N,SWK,Active
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ,N,N,SWKS,Active
SWMR,"Swarmer, Inc - common stock",NASDAQ,N,N,SWMR,Active
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAQ,N,N,SWVL,Active
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE,N,N,SWX,Active
SXC,"SunCoke Energy, Inc. Common Stock",NYSE,N,N,SXC,Active
SXI,Standex International Corporation Common Stock,NYSE,N,N,SXI,Active
SXT,Sensient Technologies Corporation Common Stock,NYSE,N,N,SXT,Active
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",NASDAQ,N,N,SXTC,Active
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SXTP,Active
SY,So-Young International Inc. - American Depository Shares,NASDAQ,N,N,SY,Active
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,N,N,SYBT,Active
SYF,Synchrony Financial Common Stock,NYSE,N,N,SYF,Active
SYK,Stryker Corporation Common Stock,NYSE,N,N,SYK,Active
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,N,N,SYM,Active
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,N,N,SYNA,Active
SYNX,Silynxcom Ltd. Ordinary Shares,NYSE American,N,N,SYNX,Active
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ,N,N,SYPR,Active
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SYRE,Active
SYY,Sysco Corporation Common Stock,NYSE,N,N,SYY,Active
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ,N,N,SZZL,Active
T,AT&T Inc.,NYSE,N,N,T,Active
TAC,TransAlta Corporation Ordinary Shares,NYSE,N,N,TAC,Active
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,TACH,Active
TACHW,Titan Acquisition Corp. - Warrants,NASDAQ,N,N,TACHW,Active
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAQ,N,N,TACO,Active
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ,N,N,TACT,Active
TALK,"Talkspace, Inc. - Common Stock",NASDAQ,N,N,TALK,Active
TALO,"Talos Energy, Inc. Common Stock",NYSE,N,N,TALO,Active
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ,N,N,TANH,Active
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ,N,N,TAOP,Active
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ,N,N,TAOX,Active
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE,N,N,TAP,Active
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,TARA,Active
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,TARS,Active
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ,N,N,TASK,Active
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,TATT,Active
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ,N,N,TAVI,Active
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ,N,N,TAYD,Active
TBBB,BBB Foods Inc. Class A Common Shares,NYSE,N,N,TBBB,Active
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ,N,N,TBBK,Active
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,N,N,TBCH,Active
TBI,"TrueBlue, Inc. Common Stock",NYSE,N,N,TBI,Active
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ,N,N,TBLA,Active
TBN,Tamboran Resources Corporation Common stock,NYSE,N,N,TBN,Active
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ,N,N,TBPH,Active
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,N,N,TCBI,Active
TCBK,TriCo Bancshares - Common Stock,NASDAQ,N,N,TCBK,Active
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ,N,N,TCBS,Active
TCBX,"Third Coast Bancshares, Inc. Common Stock",NYSE,N,N,TCBX,Active
TCI,"Transcontinental Realty Investors, Inc. Common Stock",NYSE,N,N,TCI,Active
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ,N,N,TCMD,Active
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ,N,N,TCRT,Active
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ,N,N,TCRX,Active
TCX,Tucows Inc. - Common Stock,NASDAQ,N,N,TCX,Active
TD,Toronto Dominion Bank (The) Common Stock,NYSE,N,N,TD,Active
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ,N,N,TDAC,Active
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAQ,N,N,TDACW,Active
TDAY,"USA TODAY Co., Inc. Common Stock",NYSE,N,N,TDAY,Active
TDC,Teradata Corporation Common Stock,NYSE,N,N,TDC,Active
TDG,Transdigm Group Incorporated Common Stock,NYSE,N,N,TDG,Active
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAQ,N,N,TDIC,Active
TDOC,"Teladoc Health, Inc. Common Stock",NYSE,N,N,TDOC,Active
TDS,"Telephone and Data Systems, Inc. Common Shares",NYSE,N,N,TDS,Active
TDTH,Trident Digital Tech Holdings Ltd - Class B Ordinary Shares,NASDAQ,N,N,TDTH,Active
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ,N,N,TDUP,Active
TDW,Tidewater Inc. Common Stock,NYSE,N,N,TDW,Active
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,TDWD,Active
TDY,Teledyne Technologies Incorporated Common Stock,NYSE,N,N,TDY,Active
TE,T1 Energy Inc. Common Stock,NYSE,N,N,TE,Active
TEAD,Teads Holding Co. - Common Stock,NASDAQ,N,N,TEAD,Active
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ,N,N,TEAM,Active
TECH,Bio-Techne Corp - Common Stock,NASDAQ,N,N,TECH,Active
TECK,Teck Resources Ltd Ordinary Shares,NYSE,N,N,TECK,Active
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ,N,N,TECX,Active
TEL,TE Connectivity plc Ordinary Shares,NYSE,N,N,TEL,Active
TELA,"TELA Bio, Inc. - Common stock",NASDAQ,N,N,TELA,Active
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,TELO,Active
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ,N,N,TEM,Active
TEN,Tsakos Energy Navigation Ltd Common Shares,NYSE,N,N,TEN,Active
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ,N,N,TENB,Active
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ,N,N,TENX,Active
TEO,Telecom Argentina SA,NYSE,N,N,TEO,Active
TER,"Teradyne, Inc. - Common Stock",NASDAQ,N,N,TER,Active
TEX,Terex Corporation Common Stock,NYSE,N,N,TEX,Active
